,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"With sawdust in her shoes and a cha-cha-cha swivel in her hips, Noemi Figueroa realized a childhood fantasy yesterday: She was asked to join the circus as a showgirl.  ",https://www.nytimes.com/1980/11/26/archives/plies-on-the-sawdust-trail-to-the-big-top-this-is-out-of-my-league.html,,,M,3,The New York Times,[],[],1980-11-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/57e091cd-b673-5481-82ce-1c6b81c51734,0,nyt://article/57e091cd-b673-5481-82ce-1c6b81c51734,Plies on the Sawdust Trail to the Big Top; 'This Is Out of My League' 'Circus Is Not All Glamour',1,,Plies on the Sawdust Trail to the Big Top; 'This Is Out of My League' 'Circus Is Not All Glamour',,,,,[],
1,,https://www.nytimes.com/1980/11/24/archives/marriage-announcement-6-no-title.html,,,B,9,The New York Times,[],[],1980-11-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/e7bb6bf2-9242-5c2b-bbcf-27be8baee0eb,0,nyt://article/e7bb6bf2-9242-5c2b-bbcf-27be8baee0eb,Marriage Announcement 6 -- No Title,1,,Marriage Announcement 6 -- No Title,,,,,[],
2,,https://www.nytimes.com/1980/11/23/archives/sunday-television.html,,,T,3,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/06af37e5-5f94-554a-bbc9-f10c5dc7d1cc,0,nyt://article/06af37e5-5f94-554a-bbc9-f10c5dc7d1cc,Sunday Television,6,,Sunday Television,,,,,[],
3,,https://www.nytimes.com/1980/11/23/archives/mailbox-ernie-daviss-gentle-grace-on-safety-for-thoroughbreds.html,,,S,2,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/93a3f6fd-d5e6-5df6-b5c8-b15585a599e7,0,nyt://article/93a3f6fd-d5e6-5df6-b5c8-b15585a599e7,Mailbox; Ernie Davis's Gentle Grace On Safety for Thoroughbreds Hunting Is Unconscionable Staubach on the Stump Winfield's Claim to Fame,1,,Mailbox; Ernie Davis's Gentle Grace On Safety for Thoroughbreds Hunting Is Unconscionable Staubach on the Stump Winfield's Claim to Fame,,,,"KAY LOCKRIDGEDR. MANUEL A. GILMANRICHARD LETTISED DOUGHERTYRutherford, N.J","[{'firstname': 'Kay', 'middlename': None, 'lastname': 'LOCKRIDGEDR', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,,https://www.nytimes.com/1980/11/23/archives/arts-entertainment-guide-theater-opening-this-week-broadway-now.html,,,T,9,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/8728b7c1-72d9-5e09-a892-2e7131e21095,0,nyt://article/8728b7c1-72d9-5e09-a892-2e7131e21095,Arts & Entertainment Guide; Theater OPENING THIS WEEK BROADWAY NOW PREVIEWING OFF BROADWAY OFF OFF BROADWAY Dance Film RECOMMENDED REVIVALS OPERA CLASSICAL Music MUSIC JAZZ Art ART Other MUSEUMS Photography Group Shows Talks Children ,4,,Arts & Entertainment Guide; Theater OPENING THIS WEEK BROADWAY NOW PREVIEWING OFF BROADWAY OFF OFF BROADWAY Dance Film RECOMMENDED REVIVALS OPERA CLASSICAL Music MUSIC JAZZ Art ART Other MUSEUMS Photography Group Shows Talks Children ,,,,,[],
5,,https://www.nytimes.com/1980/11/23/archives/obituary-5-no-title.html,,,,44,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/4f63d526-bed0-5acf-bb74-a85a22c4a919,0,nyt://article/4f63d526-bed0-5acf-bb74-a85a22c4a919,Obituary 5 -- No Title,1,,Obituary 5 -- No Title,,,,,[],
6,,https://www.nytimes.com/1980/11/23/archives/obituary-4-no-title.html,,,,44,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/e4a360bb-3ff0-5b30-acec-9b52333f6fd8,0,nyt://article/e4a360bb-3ff0-5b30-acec-9b52333f6fd8,Obituary 4 -- No Title,1,,Obituary 4 -- No Title,,,,,[],
7,,https://www.nytimes.com/1980/11/21/archives/weekender-guide-friday-music-hall-christmas-show-refound-opera-on.html,,,T,1,The New York Times,[],[],1980-11-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/e42ed2ca-3787-57d0-baef-e9973ab9f3ad,0,nyt://article/e42ed2ca-3787-57d0-baef-e9973ab9f3ad,WEEKENDER GUIDE; Friday MUSIC HALL CHRISTMAS SHOW REFOUND OPERA ON WEST SIDE PULLING STRINGS ON 103D ST. WEEKENDER GUIDE CHURCH FAIRS AROUND TOWN MIDTOWN PHOTOGHAPHICA YAK AND YETI BAZAAR ON S.I.,2,,WEEKENDER GUIDE; Friday MUSIC HALL CHRISTMAS SHOW REFOUND OPERA ON WEST SIDE PULLING STRINGS ON 103D ST. WEEKENDER GUIDE CHURCH FAIRS AROUND TOWN MIDTOWN PHOTOGHAPHICA YAK AND YETI BAZAAR ON S.I.,,,,Eleanor Blau,"[{'firstname': 'Eleanor', 'middlename': None, 'lastname': 'Blau', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"THE Electra of Greek tragedy urges matricide upon her  brother, Orestes, as an agent of the ancient Greek law that the doer shall suffer, no matter if he acts, as does Orestes, in obedience to that law.  ",https://www.nytimes.com/1980/11/20/archives/stage-electra-speaks-by-womens-theater-sins-against-women.html,,,T,22,The New York Times,[],[],1980-11-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/31ef9c77-c20e-5a3a-8e01-ae0613592153,0,nyt://article/31ef9c77-c20e-5a3a-8e01-ae0613592153,"Stage: 'Electra Speaks,' By Women's Theater; Sins Against Women ",1,,"Stage: 'Electra Speaks,' By Women's Theater; Sins Against Women ",,,,Jennifer Dunning,"[{'firstname': 'Jennifer', 'middlename': None, 'lastname': 'Dunning', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"WASHINGTON, Nov. 18--Rosalynn Carter says that she shed a few tears on Election Day but did not really break down until a few days later, when she heard trumpets sounding on the White House lawn.  ",https://www.nytimes.com/1980/11/19/archives/first-lady-day-of-trumpets-and-tears-he-was-a-great-president-out.html,,,A,30,The New York Times,[],[],1980-11-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/36dee2ba-2aa7-5b69-b70e-c548edf05256,0,nyt://article/36dee2ba-2aa7-5b69-b70e-c548edf05256,First Lady: Day of Trumpets and Tears; 'He Was a Great President' 'Out of Our Hands' ,1,,First Lady: Day of Trumpets and Tears; 'He Was a Great President' 'Out of Our Hands' ,,,,By Marjorie Hunter Special To the New York Times,"[{'firstname': 'Marjorie', 'middlename': 'Hunter', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
